4/4/17,Olith,Pharos,DV002,Engineering, 5.77 ,6,TRUE,TRUE,TRUE,Bradley,Hale,,TRUE,80,0,0,United States Dollar - USD,
4/4/17,Olith,Pharos,DV002,Business Relationship Management, 0.52 ,1,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/4/17,Roonder Technologies LLC,Roonder 3.0,TM001,Project Management, 2.30 ,2,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/4/17,Twitri,CLOB Rearchitecture,BGC001,Project Management, 1.53 ,2,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,50,0,0,United States Dollar - USD,
4/4/17,Prosaria,Business Development,GM001,Business Development, 2.48 ,2,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/4/17,Twitri,CLOB Rearchitecture,BGC001,Business Relationship Management, 1.00 ,1,FALSE,TRUE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/4/17,Prosaria,Team Development (FALSEn-Training),GM006,Business Development, 1.99 ,1.5,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/4/17,Audosis,Project Wildfire,Audosis003,Business Relationship Management, 2.48 ,2,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/4/17,Prosaria,Business Development,GM001,Business Development, 4.17 ,4,FALSE,FALSE,TRUE,Walter,Silva,Product,TRUE,0,0,0,United States Dollar - USD,
4/4/17,Audosis,Project Wildfire,Audosis003,Project Management, 0.39 ,0.5,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/4/17,Meecee,Google Drive Integration,FSG03,Business Relationship Management, 0.76 ,0.5,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/4/17,Anil,Ethereum,RD001,Engineering, 8.15 ,8,FALSE,FALSE,TRUE,Tabitha,Jenkins,,TRUE,0,0,0,United States Dollar - USD,
4/4/17,Olith,Pharos,DV002,Engineering, 7.96 ,8,TRUE,TRUE,TRUE,Hubert,Green,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/4/17,Olith,Pharos,DV002,Engineering, 7.95 ,8,TRUE,TRUE,TRUE,Rudy,Parker,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/4/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 8.06 ,8.5,TRUE,TRUE,TRUE,Eugene,Kim,,TRUE,70,0,0,United States Dollar - USD,
4/4/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 8.03 ,8,TRUE,TRUE,TRUE,Emma,Clarke,,TRUE,50,0,0,United States Dollar - USD,
4/4/17,Anil,Ethereum,RD001,Design, 8.39 ,8,FALSE,FALSE,TRUE,Bernice,Rivera,,TRUE,0,0,0,United States Dollar - USD,
4/4/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 7.63 ,8,TRUE,TRUE,TRUE,Faye,Cain,,TRUE,70,0,0,United States Dollar - USD,
4/4/17,Prosaria,Conference/Training,GM005,Conference/Training, 4.35 ,4,FALSE,FALSE,TRUE,Neal,Gordon,,TRUE,0,0,0,United States Dollar - USD,
4/4/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 3.78 ,4,TRUE,TRUE,TRUE,Neal,Gordon,,TRUE,70,0,0,United States Dollar - USD,
4/4/17,Anil,Ethereum,RD001,Engineering, 1.97 ,2,FALSE,FALSE,TRUE,Robert,Powell,,TRUE,0,0,0,United States Dollar - USD,
4/4/17,Audosis,Project Wildfire,Audosis003,Engineering, 1.59 ,2,TRUE,TRUE,TRUE,Robert,Powell,,TRUE,70,0,0,United States Dollar - USD,
4/4/17,Anil,Ethereum,RD001,Engineering, 4.21 ,4,FALSE,FALSE,TRUE,Robert,Powell,,TRUE,0,0,0,United States Dollar - USD,
4/5/17,Olith,Pharos,DV002,Engineering, 8.20 ,8,TRUE,TRUE,TRUE,Bradley,Hale,,TRUE,80,0,0,United States Dollar - USD,
4/5/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 8.94 ,9,TRUE,TRUE,TRUE,Faye,Cain,,TRUE,70,0,0,United States Dollar - USD,
4/5/17,Prosaria,Conference/Training,GM005,Conference/Training, 4.34 ,4,FALSE,FALSE,TRUE,Catherine,Ford,,TRUE,0,0,0,United States Dollar - USD,
4/5/17,Audosis,Project Wildfire,Audosis003,Product Management, 2.27 ,2,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/5/17,Twitri,CLOB Rearchitecture,BGC001,Product Management, 1.55 ,2,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,50,0,0,United States Dollar - USD,
4/5/17,Prosaria,Business Development,GM001,Business Development, 0.27 ,0.5,FALSE,FALSE,TRUE,Walter,Silva,Product,TRUE,0,0,0,United States Dollar - USD,
4/5/17,Roonder Technologies LLC,Roonder 3.0,TM001,Project Management, 1.55 ,2,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/5/17,Anil,Ethereum,RD001,Design, 7.94 ,8,FALSE,FALSE,TRUE,Bernice,Rivera,,TRUE,0,0,0,United States Dollar - USD,
4/5/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 2.71 ,3,TRUE,TRUE,TRUE,Neal,Gordon,,TRUE,70,0,0,United States Dollar - USD,
4/5/17,Anil,Ethereum,RD001,Engineering, 5.05 ,5,FALSE,FALSE,TRUE,Neal,Gordon,,TRUE,0,0,0,United States Dollar - USD,
4/5/17,Audosis,Project Wildfire,Audosis003,Engineering, 3.39 ,3,TRUE,TRUE,TRUE,Tommy,Nash,,TRUE,70,0,0,United States Dollar - USD,
4/5/17,Audosis,Project Wildfire,Audosis003,Project Management, 0.87 ,1,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/5/17,Olith,Pharos,DV002,Engineering, 7.56 ,8,TRUE,TRUE,TRUE,Hubert,Green,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/5/17,Anil,Ethereum,RD001,Engineering, 8.28 ,8,FALSE,FALSE,TRUE,Tabitha,Jenkins,,TRUE,0,0,0,United States Dollar - USD,
4/5/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 8.08 ,8,TRUE,TRUE,TRUE,Emma,Clarke,,TRUE,50,0,0,United States Dollar - USD,
4/5/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 8.82 ,8.5,TRUE,TRUE,TRUE,Eugene,Kim,,TRUE,70,0,0,United States Dollar - USD,
4/5/17,Prosaria,Team Development (FALSEn-Training),GM006,Business Development, 1.67 ,2,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/5/17,Prosaria,Business Development,GM001,Business Development, 1.50 ,1.5,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/5/17,Prosaria,Team Development (FALSEn-Training),GM006,Business Development, 1.18 ,1.5,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/5/17,Anil,Ethereum,RD001,Engineering, 2.66 ,3,FALSE,FALSE,TRUE,Robert,Powell,,TRUE,0,0,0,United States Dollar - USD,
4/5/17,Audosis,Project Wildfire,Audosis003,Engineering, 3.01 ,3,TRUE,TRUE,TRUE,Robert,Powell,,TRUE,70,0,0,United States Dollar - USD,
4/5/17,Audosis,Project Wildfire,Audosis003,Engineering, 2.20 ,2,TRUE,TRUE,TRUE,Robert,Powell,,TRUE,70,0,0,United States Dollar - USD,
4/5/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 4.03 ,4,TRUE,TRUE,TRUE,Catherine,Ford,,TRUE,70,0,0,United States Dollar - USD,
4/5/17,Olith,Pharos,DV002,Engineering, 7.61 ,8,TRUE,TRUE,TRUE,Rudy,Parker,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/6/17,Olith,Pharos,DV002,Engineering, 8.93 ,9,TRUE,TRUE,TRUE,Bradley,Hale,,TRUE,80,0,0,United States Dollar - USD,
4/6/17,Olith,Pharos,DV002,Engineering, 8.04 ,8,TRUE,TRUE,TRUE,Hubert,Green,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/6/17,Anil,Ethereum,RD001,Engineering, 7.81 ,8,FALSE,FALSE,TRUE,Tabitha,Jenkins,,TRUE,0,0,0,United States Dollar - USD,
4/6/17,Audosis,Project Wildfire,Audosis003,Product Management, 4.50 ,4.5,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/6/17,Twitri,CLOB Rearchitecture,BGC001,Product Management, 3.01 ,3,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,50,0,0,United States Dollar - USD,
4/6/17,Roonder Technologies LLC,Roonder 3.0,TM001,Project Management, 0.92 ,0.5,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/6/17,Prosaria,Business Development,GM001,Business Development, 1.25 ,1,FALSE,FALSE,TRUE,Walter,Silva,Product,TRUE,0,0,0,United States Dollar - USD,
4/6/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 7.88 ,8,TRUE,TRUE,TRUE,Emma,Clarke,,TRUE,50,0,0,United States Dollar - USD,
4/6/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 1.94 ,1.5,TRUE,TRUE,TRUE,Eugene,Kim,,TRUE,70,0,0,United States Dollar - USD,
4/6/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 6.04 ,6.5,TRUE,TRUE,TRUE,Eugene,Kim,,TRUE,70,0,0,United States Dollar - USD,
4/6/17,Audosis,Project Wildfire,Audosis003,Engineering, 4.34 ,4,TRUE,TRUE,TRUE,Tommy,Nash,,TRUE,70,0,0,United States Dollar - USD,
4/6/17,Prosaria,Business Development,GM001,Business Development, 1.01 ,1.5,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/6/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 8.91 ,9,TRUE,TRUE,TRUE,Faye,Cain,,TRUE,70,0,0,United States Dollar - USD,
4/6/17,Anil,Ethereum,RD001,Engineering, 1.85 ,2,FALSE,FALSE,TRUE,Neal,Gordon,,TRUE,0,0,0,United States Dollar - USD,
4/6/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 6.08 ,6,TRUE,TRUE,TRUE,Neal,Gordon,,TRUE,70,0,0,United States Dollar - USD,
4/6/17,Audosis,Project Wildfire,Audosis003,Engineering, 2.82 ,3,TRUE,TRUE,TRUE,Robert,Powell,,TRUE,70,0,0,United States Dollar - USD,
4/6/17,Audosis,Project Wildfire,Audosis003,Engineering, 1.05 ,1.5,TRUE,TRUE,TRUE,Robert,Powell,,TRUE,70,0,0,United States Dollar - USD,
4/6/17,Audosis,Project Wildfire,Audosis003,Engineering, 3.73 ,3.5,TRUE,TRUE,TRUE,Robert,Powell,,TRUE,70,0,0,United States Dollar - USD,
4/6/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 7.83 ,8,TRUE,TRUE,TRUE,Catherine,Ford,,TRUE,70,0,0,United States Dollar - USD,
4/6/17,Olith,Pharos,DV002,Engineering, 9.40 ,9,TRUE,TRUE,TRUE,Rudy,Parker,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/6/17,Twitri,CLOB Rearchitecture,BGC001,Business Relationship Management, 0.92 ,1,FALSE,TRUE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/6/17,Audosis,Project Wildfire,Audosis003,Business Relationship Management, 0.13 ,0.5,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/6/17,Prosaria,Business Development,GM001,Business Development, 1.22 ,1,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/6/17,Prosaria,Paid Time Off,GM003,PTO, 7.57 ,8,FALSE,FALSE,TRUE,Bernice,Rivera,,TRUE,0,0,0,United States Dollar - USD,
4/7/17,Olith,Pharos,DV002,Engineering, 5.03 ,5,TRUE,TRUE,TRUE,Bradley,Hale,,TRUE,80,0,0,United States Dollar - USD,
4/7/17,Prosaria,Admin/Legal,GM002,Engineering, 4.40 ,4,FALSE,FALSE,TRUE,Bradley,Hale,,TRUE,0,0,0,United States Dollar - USD,
4/7/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 5.91 ,6,TRUE,TRUE,TRUE,Faye,Cain,,TRUE,70,0,0,United States Dollar - USD,
4/7/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 7.65 ,8,TRUE,TRUE,TRUE,Catherine,Ford,,TRUE,70,0,0,United States Dollar - USD,
4/7/17,Prosaria,Team Development (FALSEn-Training),GM006,Business Development, 1.86 ,2,FALSE,FALSE,TRUE,Faye,Cain,,TRUE,0,0,0,United States Dollar - USD,
4/7/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 5.49 ,5,TRUE,TRUE,TRUE,Neal,Gordon,,TRUE,70,0,0,United States Dollar - USD,
4/7/17,Prosaria,Business Development,GM001,Business Development, 2.78 ,3,FALSE,FALSE,TRUE,Neal,Gordon,,TRUE,0,0,0,United States Dollar - USD,
4/7/17,Olith,Pharos,DV002,Engineering, 8.05 ,8,TRUE,TRUE,TRUE,Hubert,Green,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/7/17,Olith,Pharos,DV002,Engineering, 3.78 ,4,TRUE,TRUE,TRUE,Rudy,Parker,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/7/17,Audosis,Project Wildfire,Audosis003,Engineering, 7.89 ,8,TRUE,TRUE,TRUE,Robert,Powell,,TRUE,70,0,0,United States Dollar - USD,
4/7/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 8.58 ,9,TRUE,TRUE,TRUE,Eugene,Kim,,TRUE,70,0,0,United States Dollar - USD,
4/7/17,Anil,Ethereum,RD001,Engineering, 8.03 ,8,FALSE,FALSE,TRUE,Tabitha,Jenkins,,TRUE,0,0,0,United States Dollar - USD,
4/7/17,Prosaria,Team Development (FALSEn-Training),GM006,Business Development, 2.00 ,2,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/7/17,Prosaria,Business Development,GM001,Business Development, 1.29 ,1.5,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/7/17,Prosaria,Team Development (FALSEn-Training),GM006,Business Development, 1.64 ,2,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/7/17,Prosaria,Business Development,GM001,Business Development, 1.09 ,1,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/7/17,Olith,Pharos,DV002,Business Relationship Management, 0.84 ,0.5,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/7/17,Twitri,CLOB Rearchitecture,BGC001,Business Relationship Management, 1.39 ,1,FALSE,TRUE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/7/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 7.59 ,8,TRUE,TRUE,TRUE,Emma,Clarke,,TRUE,50,0,0,United States Dollar - USD,
4/7/17,Roonder Technologies LLC,Roonder 3.0,TM001,Project Management, 2.11 ,2.5,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/7/17,Twitri,CLOB Rearchitecture,BGC001,Project Management, 3.35 ,3.5,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,50,0,0,United States Dollar - USD,
4/7/17,Prosaria,Business Development,GM001,Business Development, 3.92 ,4,FALSE,FALSE,TRUE,Walter,Silva,Product,TRUE,0,0,0,United States Dollar - USD,
4/7/17,Anil,React Native,RD002,Engineering, 2.81 ,3,FALSE,FALSE,TRUE,Rudy,Parker,Engineering,TRUE,0,0,0,United States Dollar - USD,
4/10/17,Prosaria,Admin/Legal,GM002,Dunning, 8.16 ,8,FALSE,FALSE,TRUE,Bradley,Hale,,TRUE,0,0,0,United States Dollar - USD,
4/10/17,Prosaria,Conference/Training,GM005,Conference/Training, 7.62 ,8,FALSE,FALSE,TRUE,Faye,Cain,,TRUE,0,0,0,United States Dollar - USD,
4/10/17,Olith,Pharos,DV002,Engineering, 8.47 ,8,TRUE,TRUE,TRUE,Hubert,Green,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/10/17,Twitri,CLOB Rearchitecture,BGC001,Business Relationship Management, 4.19 ,4,FALSE,TRUE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/10/17,Audosis,Project Wildfire,Audosis003,Engineering, 2.10 ,2,TRUE,TRUE,TRUE,Tommy,Nash,,TRUE,70,0,0,United States Dollar - USD,
4/10/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 8.48 ,8,TRUE,TRUE,TRUE,Catherine,Ford,,TRUE,70,0,0,United States Dollar - USD,
4/10/17,Prosaria,Conference/Training,GM005,Conference/Training, 1.13 ,1,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/10/17,Twitri,CLOB Rearchitecture,BGC001,Project Management, 5.54 ,6,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,50,0,0,United States Dollar - USD,
4/10/17,Roonder Technologies LLC,Roonder 3.0,TM001,Project Management, 1.44 ,1,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/10/17,Prosaria,Business Development,GM001,Business Development, 1.08 ,1,FALSE,FALSE,TRUE,Walter,Silva,Product,TRUE,0,0,0,United States Dollar - USD,
4/10/17,Audosis,Project Wildfire,Audosis003,Project Management, 1.33 ,1,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/10/17,Anil,Ethereum,RD001,Engineering, 7.72 ,8,FALSE,FALSE,TRUE,Tabitha,Jenkins,,TRUE,0,0,0,United States Dollar - USD,
4/10/17,Prosaria,Admin/Legal,GM002,Legal, 0.12 ,0.5,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/10/17,Prosaria,Business Development,GM001,Business Development, 0.58 ,0.5,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/10/17,Olith,Pharos,DV002,Engineering, 7.95 ,8,TRUE,TRUE,TRUE,Rudy,Parker,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/10/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 5.84 ,6,TRUE,TRUE,TRUE,Eugene,Kim,,TRUE,70,0,0,United States Dollar - USD,
4/10/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 8.04 ,8,TRUE,TRUE,TRUE,Emma,Clarke,,TRUE,50,0,0,United States Dollar - USD,
4/10/17,Audosis,Project Wildfire,Audosis003,Engineering, 8.24 ,8,TRUE,TRUE,TRUE,Robert,Powell,,TRUE,70,0,0,United States Dollar - USD,
4/10/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 7.97 ,8,TRUE,TRUE,TRUE,Neal,Gordon,,TRUE,70,0,0,United States Dollar - USD,
4/11/17,Prosaria,Paid Time Off,GM003,PTO, 7.78 ,8,FALSE,FALSE,TRUE,Bradley,Hale,,TRUE,0,0,0,United States Dollar - USD,
4/11/17,Prosaria,Conference/Training,GM005,Conference/Training, 8.49 ,8,FALSE,FALSE,TRUE,Faye,Cain,,TRUE,0,0,0,United States Dollar - USD,
4/11/17,Prosaria,Conference/Training,GM005,Conference/Training, 7.75 ,8,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/11/17,Olith,Pharos,DV002,Engineering, 8.00 ,8,TRUE,TRUE,TRUE,Hubert,Green,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/11/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 8.47 ,8,TRUE,TRUE,TRUE,Catherine,Ford,,TRUE,70,0,0,United States Dollar - USD,
4/11/17,Audosis,Project Wildfire,Audosis003,Engineering, 6.37 ,6,TRUE,TRUE,TRUE,Robert,Powell,,TRUE,70,0,0,United States Dollar - USD,
4/11/17,Audosis,Project Wildfire,Audosis003,Engineering, 2.14 ,2,TRUE,TRUE,TRUE,Robert,Powell,,TRUE,70,0,0,United States Dollar - USD,
4/11/17,Olith,Pharos,DV002,Engineering, 7.77 ,8,TRUE,TRUE,TRUE,Rudy,Parker,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/11/17,Anil,Ethereum,RD001,Engineering, 8.41 ,8,FALSE,FALSE,TRUE,Tabitha,Jenkins,,TRUE,0,0,0,United States Dollar - USD,
4/11/17,Roonder Technologies LLC,Roonder 3.0,TM001,Project Management, 2.44 ,2,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/11/17,Audosis,Project Wildfire,Audosis003,Project Management, 5.37 ,5,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/11/17,Prosaria,Business Development,GM001,Business Development, 0.75 ,1,FALSE,FALSE,TRUE,Walter,Silva,Product,TRUE,0,0,0,United States Dollar - USD,
4/11/17,Twitri,CLOB Rearchitecture,BGC001,Project Management, 1.48 ,1,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,50,0,0,United States Dollar - USD,
4/11/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 7.42 ,7,TRUE,TRUE,TRUE,Neal,Gordon,,TRUE,70,0,0,United States Dollar - USD,
4/11/17,Olith,Pharos,DV002,Engineering, 1.10 ,1,TRUE,TRUE,TRUE,Neal,Gordon,,TRUE,80,0,0,United States Dollar - USD,
4/11/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 8.65 ,8.5,TRUE,TRUE,TRUE,Eugene,Kim,,TRUE,70,0,0,United States Dollar - USD,
4/11/17,Audosis,Project Wildfire,Audosis003,Design, 1.90 ,2,TRUE,TRUE,TRUE,Bernice,Rivera,,TRUE,70,0,0,United States Dollar - USD,
4/11/17,Twitri,CLOB Rearchitecture,BGC001,Engineering, 8.11 ,8,TRUE,TRUE,TRUE,Emma,Clarke,,TRUE,50,0,0,United States Dollar - USD,
4/11/17,Prosaria,Training,GM017,Design, 6.03 ,6,FALSE,FALSE,TRUE,Bernice,Rivera,,TRUE,0,0,0,United States Dollar - USD,
4/12/17,Prosaria,Paid Time Off,GM003,PTO, 8.41 ,8,FALSE,FALSE,TRUE,Bradley,Hale,,TRUE,0,0,0,United States Dollar - USD,
4/12/17,Prosaria,Conference/Training,GM005,Conference/Training, 7.80 ,8,FALSE,FALSE,TRUE,Tommy,Nash,,TRUE,0,0,0,United States Dollar - USD,
4/12/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 8.30 ,8,TRUE,TRUE,TRUE,Catherine,Ford,,TRUE,70,0,0,United States Dollar - USD,
4/12/17,Olith,Pharos,DV002,Engineering, 7.54 ,8,TRUE,TRUE,TRUE,Hubert,Green,Engineering,TRUE,80,0,0,United States Dollar - USD,
4/12/17,Roonder Technologies LLC,Roonder 3.0,TM001,Engineering, 7.62 ,8,TRUE,TRUE,TRUE,Neal,Gordon,,TRUE,70,0,0,United States Dollar - USD,
4/12/17,Anil,Ethereum,RD001,Engineering, 7.74 ,8,FALSE,FALSE,TRUE,Tabitha,Jenkins,,TRUE,0,0,0,United States Dollar - USD,
4/12/17,Prosaria,Business Development,GM001,Business Development, 2.22 ,2.5,FALSE,FALSE,TRUE,Walter,Silva,Product,TRUE,0,0,0,United States Dollar - USD,
4/12/17,Twitri,CLOB Rearchitecture,BGC001,Project Management, 2.52 ,2.5,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,50,0,0,United States Dollar - USD,
4/12/17,Roonder Technologies LLC,Roonder 3.0,TM001,Project Management, 1.92 ,1.5,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
4/12/17,Audosis,Project Wildfire,Audosis003,Project Management, 2.37 ,2.5,TRUE,TRUE,TRUE,Walter,Silva,Product,TRUE,70,0,0,United States Dollar - USD,
